uid,query,used
ef035ac8-b57e-467c-bcfc-5d5e0b2045e1,"Здравствуйте, вопрос такой : у меня сломался счётчик холодной воды( он ещё на гарантии ) . Я написала компании- производителю письмо с просьбой о замене. На что они мне ответили: отправить неисправный счетчик по почте . Отправка посылки за мой счёт или за их ? 09:44 В письме они ответили что прибор и документы отправляются за счёт отправителя. Почему ? Счётчик сломался во время гарантийного срока. Скрин ответа прилагаю",0
147abbeb-e57f-42e5-87f8-6a4efa0254e0,"3 года назад подала на алименты на бывшего супруга, первая супруга подала на алименты раньше и ей платят больше чем клиентке, можно ли оспорить подобное начисление алиментов",0
0eeef5bb-cf47-4bd5-8f4c-11819c841a13,"Умер отец 25 августа 2023 (6 мес. прошло уже). 4 наследников подали заявление на принятие наследства: вдова (в браке были с 1982 года), два сына (1984 и 1985 гг. рождения), дочь умершего от первого брака (1972 года рождения, проживает в Самаре). Среди объектов наследования есть квартира в Москве (4-комн.), приватизированная в окт. 1995 с формулировкой ""без определения долей (совместная)"" на 4-ых: наследодателя, вдову и двух сыновей. Для них это единственное жилье. По информации нотариуса, открывшего дело, на квартиру не распространяется правило выделения супружеской доли и потому на дочь будет выделена 1/16 доля в квартире (как четверть от доли умершего, по-умолчанию рассчитываемой, как 1/4 доля). В устном разговоре дочь предполагает, что воспользуется долей для получения регистрации в Москве как собственник. Какие есть варианты для перерасчета выделяемой ей доли в меньшую сторону? Какие есть возможности для стимулирования к принятию денежной компенсации вместо выделения доли на неё?",0
a5133ab8-1fc8-4a86-9f84-3ac57cb3c380,Возможно ли получить консультацию по заниженной сумме страхового возмещения по полису КАСКО?,0
43440296-4041-4edf-b158-43e897371864,Заключено соглашение об алиментах. Ребёнку в июле 2024г исполнится 18 лет. Поступает в институт. Вопрос- есть ли возможность получения алиментов на время учёбы в высшем учебном заведении? Обучение платное.,0
d9b95745-8f22-4a50-ac23-6cde9e8049a1,Нужна консультация по возмещению неустойки за нарушение сроков сдачи квартиры по ДДУ и взыскания по качеству отделки квартиры,0
283938e4-c2f1-4c68-b4e7-cd5b5ec99846,"Здравствуйте! В нашем ЖСК обновляется устав. У меня по тексту возникли сомнения: согласно новому уставу, не ущемляются ли мои права, как собственника жилья (текст устава во вложении)",0
1e7a563f-3376-4141-bb11-3419e6d34e1e,"Покупает квартиру, сейчас находится её снимают. Хочет понять, что делать с жильцами после покупки. Продолжит ли действие договор или нет, в течении какого времени они должны съехать. время мск",0
a8b0a332-b06c-4ab2-b77b-d998d1e502d6,"Добрый день. Имеется разница в фактических показателях нп электросчетчике в квартире с данными, отправленными в **********. Фактические показания ниже. Обнаружил, что показания на счётчике не меняются, а электричество работает. При подаче заявления на замену счетчика в *** сообщили, что будет выставлен перерасчёт по среднему с даты, когда переденные мной показания соответствовали текущим показателям электросчетчика. Вопрос, предусмотрен ли штраф за неинформирование ТНС о неработающем приборе, есть ли срок давности, максимальный период, за который могут перевыставить счет за потребление по средним тарифам, как за пользование электричеством без прибора учёта.",0
067510e6-8e5b-4356-a4f7-156600fec955,"Здравствуйте! Интересует вопрос по наследству. Вступила в наследство квартиры, 2/3 квартиры были мои, вступила еще в 1/3. Нужно ли платить налог за продажу данной квартиры, если сразу ее продала?",0
e7ee7f28-c80b-4a23-acd0-bf41d69c782d,"Будучи пенсионером стал ИП. Через 5 лет отдел соц.обеспечен. заявил, что мне доплачивали какие-то деньги, как пенсионеру, а т.к. я ИП 5 лет , то они переплатили мне 200000 руб. И я уже год выплачиваю по 2000 р.ежемесячно.Вопрос: можно ли этот долг как-то списать? Спасибо!",0
d3d88f00-e2c3-46f9-9bae-7a879b4ada6b,"УК направила Клиенту ответ, что разрешения на установку рекламы не выдавалось. Клиент спрашивает, куда можно обратиться за возмещением.",0
93037af8-405d-4366-aad9-a6b0782de24a,"Клиент приобрела платье в интернет-магазине через телеграм. Данные об ИП и адрес имеются. Клиент решила вернуть платье и направила по адресу ИП. Магазин отказал в возврате денежных средств. Клиент обратилась в ***************, где ей была предоставлена юридическая помощь по спору с магазином.",0
63bf3bff-075c-4512-be18-089fd17353f8,"Добрый день! Интересует вопрос наделения долями детей при использовании мат.капитала. Мы купили квартиру в 2017 году, в ипотеку, в счет погашения части долга использовали мат. капитал. Но детей долями не наделили. Сейчас встал вопрос о продаже квартиры. Я бы хотела узнать: могу ли я наделить детей долями в другой квартире? Чтобы взять справку о наделении долей и предоставить для продажи первой квартиры",0
ca3f75b3-0cc7-4e1a-ab7e-423450d08389,"Добрый день! Прошу оказать содействие в решении вопроса по теме защиты прав потребителя. Нужно конкретно описать порядок действий (реально работающих) при устном отказе руководителя ИП (индивидуального предпринимателя) вернуть денежные средства за некачественный товар, а именно профлист. Товар был доставлен по адресу 16.08.2023. Изъяны были мной обнаружены перед началом работы 20.08.2023. После чего сразу был оповещен руководитель ИП. Обещал решить проблему в рабочее время, но в понедельник 21.08.2023 наотрез отказался возвращать деньги. Более того, обвинил меня в том что я испортил профлист. 10:20 При обращении в местное отделение Роспотребнадзора, получил совет, написать претензию в двух экземплярах и доставить в магазин. Вчера 23.08.2023 претензию отвез в магазин где мною был куплен профлист, но продавец наотрез отказался подписывать и ставить дату приема документа. Пришлось оставить претензию в магазине для дальнейшей передачи руководству ИП.",0
3daea79f-079b-4dcd-bfb9-5aaf138f472c,"Добрый день! Был заключён договор услуг подбора нового автомобиля и помощь в продаже старого. Исполнитель сначала пообещал решить оба вопроса, потом начал тянуть время и не исполнять обязательства под разными предлогами. Требуется помощь в ситуации для возврата уплаченных средств.",0
61fbdae6-5122-46c7-86fe-4b969744f837,"Наследство. У мамы клиента была квартира и мама умерла наследники (она и брат) , брат не давно скончался какие ее права на наследство на квартиру (у нее 2 детей и жена )",0
58676b7d-5a62-4985-a01d-07ce16989c20,"Добрый день. Я и мой 20 летний сын прописаны в квартире бывшего мужа и отца сына соответственно. Квартира муниципальная соц найм. Кроме нас там прописаны брат бывшего мужа, племянник бывшего мужа, мама бывшего мужа и бывший муж. Мы в разводе больше 10 лет. Семья там вся пьющая, буйная. Мы с сыном проживать по прописке не может, т.к. помимо прописанных там живут родственники после тюремного заключения. Никто не имеет постоянной работы, но квартплату платят исправно. С недавних пор от бывшей семьи стали поступать угрозы о том, что нас с сыном выпишут из квартиры. Больше года мы платим часть кварплаты путём вычисления 2/6 от суммы. Но сумма с вычетом нашей переплаты постоянно меняется и становится не понятно сколько платить. А теперь вопрос, который нас с сыном интересует- можно ли как-то выделить нам жилую площадь? Лиц счёт? И вообще что можно сделать чтобы нас не выписали. Нас туда даже этот сброд не пускает. Своего жилья ни у меня ни у сына нет. Только вот прописка. Что можно в нашей ситуации сделать?",0
fa44b66c-4458-4f43-a9ec-07e19068acf1,На мой авто с разницей в две минуты выписали два штрафа с разных камер за отсутствие ремня. Один я оплатила. Возможно ли обжаловать второй?,0
4b63ab0b-4806-4989-ab41-bbc73fa67fb9,"Здравствуйте! Нужна консультация юриста по наследственной массе. Решением суда от 2017 года мне стал принадлежать автомобиль. Я был несовершеннолетним. В 2018 году без разрешения органов опеки и попечительства, а так же соответственно без моего какого либо письменного согласия и прочего - отец (опекун) продал автомобиль. Сейчас я вступил в наследство в связи с достижением совершеннолетнего возраста. Что мне делать? Как можно взыскать сумму стоимости авто или его вернуть + взыскать какие либо компенсации?",0
b2c405d0-2867-4a81-84a1-64eec7a34a35,Нужна консультация по продажи квартиры. с долей несовершеннолетнего. моему сыну 15 лет ему принадлежит 1/8 в квартире досталась по наследству от его умершего отца. у меня и старшего сына остальные доли в квартире. Младший сын никогда в этой квартире не проживал и не прописан.,0
cce63e12-046b-4ad8-abda-1633a8adcfc3,"Клиент в 2014 году выиграл суд по алиментам. В связи с тем, что нахождение должника клиенту не было известно, не направлял приказ на исполнение. Сейчас хочет направить. Интересуется, выплатят ли алименты за 2014-2024 года и если должник не работает, как взыщут.",0
d2f35006-7c64-4cd8-afb1-08e2e9e97796,"У клиента вопрос о расторжении брака, разделе имущества и взыскании алиментов",0
d760a952-0bfe-48d3-9872-e4933c57b115,Клиент выиграл в букмекерской конторе большую сумму денег. В последствии его аккаунт был заблокирован. Клиент написал претензию и собирается подавать иск. Законна ли блокировка аккаунта?,0
f11926bf-6458-4b6a-84e8-e5c4997f39ae,"Как правильно заявлять конкретных наследников, чтобы при случае, никто (2,3,5,10 очередные родственники и им подобные) и никогда не мог претендовать и оспорить. Обязательно ли сразу указывать/перечислять наследуемое? Заранее благодарю!",0
15b81811-59e8-43a7-9da3-346a45030b68,"Добрый день! Мне нужна консультация по смене водительских прав, с немецких на Российские",0
54c6a01f-4e69-48ed-8047-10471ac11f41,"Разница с Москвой 6 часов, для звонка. Идет бракоразводный процесс, подано исковое о разделе имущества, жена является созаемщиком по ипотеке. Свои обязательства не выполняет. Поменяла замки в квартире. Как ее вывести из состава собственников, если она не платит по ипотеке. (Желательно позвонить клиенту с ответом)",0
5d6d6a94-3d9e-4838-8940-c51e2dc14f37,"Продал магнитолу, потребитель через 3 месяца хочет вернуть. Что делать?",0
c36d3c0d-a4ea-48b0-a610-14b5cfca3e85,"В 2012 году мужем был куплен и оформнен на себя автомобиль. В 2021 году муж подарил автомобиль жене, с оформлением документов. В 2023 году жена продала автомобиль. Нужно ли жене платить налог с продажи автомобиля? Ведь фактически автомобиль находился в совместной собственности с 2012 года. Супруги вступили в брак до 2012 года.",0
812399e9-e4b3-4268-bdde-da83331731eb,"День добрый! Пенсионер,уволился 31.01.24г для индексации пенсии.Если устроюсь на работу 01.03.24,сохранится ли индексация?",0
9b647d96-2615-4dbb-a02d-419f5235f126,"2 вопрос по поводу оформления пенсии по старости. Если человек на данный момент не зарегистрирован в Москве, но был зарегистрирован раньше более 10 лет, может ли он претендовать на московскую доплату к пенсии?",0
0caa4138-0f95-42bd-82de-74c66252bfd7,Добрый день.6.07.2024 года подавала обращение финансовому уполномоченному по вопросу отказа в выплате по полису ск сбербанка защита на любой случай. И получила отказ в рассмотрении. Необходимо разобраться по какой причине отказано и необходима консультация по правильному составлению обращения. Полис и ответ во вложении.,0
3b9318dd-c6b0-44e0-b600-616abf394850,Через госуслуги подано обоюдное заявление на развод. Кто-то из супругов не может прийти в ЗАГС для расторжения брака. Вопрос - расторгнут ли в таком случае брак?,0
66ec87a7-1de3-4c02-8bb1-820f85247c7e,Можно ли обратиться к вам за помощью по поводу неисполнения гарантийных обязательств застройщиком ***?,0
201a55e6-9d87-4395-92d4-a1c1ed196dab,"Мне нужно помочь подготовить и подать все документы для налогового вычета на сайте налоговой, в том числе понять откуда автоматически погруженные доходы, не все понимаю",0
8e9d56ee-9ba6-46ca-be31-c3c44b67be69,"Пришёл штраф, говорит не было видно не знаков, не разметки из-за снега, на фото штрафа говорит, что так же не видно.",0
dcaf3fe2-1550-4a87-8724-f296c861e14c,"Здравствуйте! Нужна консультация юриста по перепланировке/переустройству квартиры в новостройке. Ситуация следующая: квартира свободной планировки, на кадастровом плане обозначена зона, в которой должна располагаться кухня. В связи с очень малой площадью отведенной под зону кухни, пришлось перенести размещение электроплиты и духовки на соседнюю стену, оставив в зоне кухни мокрую точку (раковину). Вопрос, какие последствия/штрафы/указания ожидать при сдаче ремонта/перепланировки комиссии?",0
71f8b4c2-9614-4da6-b9a7-28291f7ed9fb,Добрый день! Подскажите как правильно оформить отказ от услуги в течение 14 дней и как направить исполнителю?,0
9834cc2d-78c6-4f58-8c74-88e7faf36b61,"Хочет отец подарить квартиру. Как сделать, чтобы жена не имела долю при разводе?",0
ce241d89-90e9-45c2-844e-70251dc300d6,"Добрый день! У меня есть в собственности земельный участок на территории муниципалитета. Вид разрешённого использования - земли населённых пунктов. На этом ЗУ находится небольшое помещение на фундаменте, 14 кв.м. для размещения сторожа. Туда подведены коммуникации, свет. Я хочу зарегистрировать это помещение как объект недвижимости (нежилой). Какие документы мне для этого нужны и куда обращаться? Спасибо",0
03975246-851e-4074-bd01-abf90172898f,"Добрый день. В начале 2021г купил новый а/м киа к5 у официального дилера. Все то так же проходил у официальных дилеров строго в срок. Пробег на данный момент - 92686. Вчера без причин у автомобиля выскочила ошибка на приборной панели - сработал датчик открытия капота( датчик показывал что капот открыт при его физическом закрытие). Обратился к официальному дилеру с данной проблемой. Автомобиль приняли. Сегодня позвонили и сказали, что данная ошибка вызвана неисправностью датчика ввиду загрязнения, требуется его чистка и обслуживание, что это не гарантийный случай и мне требуется оплатить диагностику и сами манипуляции, плюс пытались навязать мойку подкапотного пространства. Подскажи, насколько законны их требования, нужно ли это оплачивать или учитывая что машина на гарантии и датчик некорректно работает дилер должен это самостоятельно устранить. Заранее спасибо.",0
0ed3a71b-e58b-459a-966c-6653e9e6b749,"Застройщик задерживает сдачу жилья (апартаменты), должны были сдать 31 марта 2023 года по договору. Группа компаний самолет. Летом ей сообщили что изменились видовые характеристики. (Ипотека)",0
d8c7380b-0123-448e-b196-304b3fb50d4a,"Врач стоматолог-хирург не дает больничный лист при удалении двух передних зубов, поднялась температура и идет второй день после удаления. Можно как то воздействовать с юридической точки зрения или роспотреб надзора ?!",0
f15ac741-6342-4da7-b333-94aac1543880,"Здравствуйте! Подскажите, пожалуйста, как взимается оплата за газ в Москве и Московской области в жилых помещениях, если собственник но не прописан в данной квартире?",0
a443b570-c74a-487d-ae29-18cd060ad9fd,"Ранее держал деньги в короне на счете привязанному к озону, около 20000. Озон поменял способ оплаты, отказался от сотрудничества с короной. У него остались эти деньги на счете. Озон порекомендовал для вывода обращаться в корону. Они затребовали для вывода отправить почтой нотариально заверенную копию паспорта. Беспокоится об утечки персональных данных. Хочет уточнить есть ли какие-то другие способы возврата средств и имеют ли они право запрашивать нотариально заверенную копию паспорта",0
4bff0875-9bd1-4438-88b8-0480bada4787,"здравствуйте, произошло ДТП. ехала в правом ряду и хотела уйти направо.Слева от меня на Камри меня подрезал, Гибдд считает, что я виновата по статье несоблюдение дистанции. что делать? камер нет, видеорегистратора тоже. Подала в суд, но проиграла. Оставили без изменений. фото прилагаю",0
c75e11a6-46eb-4d5c-a1fe-4fd43ae5f381,"Разница с Москвой + 7 ч. Есть авто и страховка с ограничениями, товарищ попал в ДТП, Вопрос такой, какова вероятность в составлении регресса, клиент будет виновен или товарищ?",0
268cdf09-3477-40a1-bb54-768754b3e293,"ФССП выписано постановление о прекращении исполнительного производства. Но арест со счета в банке не был снят. После моего обращения в ФССП о неправомерности действий судебного пристава ФССП согласился с моей позицией и выпустил постановление, обязывающего судебного пристава направить в банк уведомление о закрытии исполнительного производства и снятии ареста со счета. Но на данный момент такое уведомление в банк не было направлено судебным приставом. Счёт находится под арестом уже 3 мес. после закрытия исполнительного производства. Что мне делать в этой ситуации? Могу ли я подать в суд на неправомерные действия судебного пристава?",0
53705bfd-2274-49a1-b8f4-88bb98f5d82d,обменять доли в недвижимости,0
