uid,query,used
3aacb906-d09f-4614-9e77-a488f4f51097,"Клиент написал, что хочет обсудить по телефону.",0
c4bc92d3-3c6a-47bb-9952-d549aa9fc368,Хочет как физ.лицо положить деньги на счет ИП.,0
cc2e1d6b-dad3-4a02-9b88-39329d3231c0,Доброе утро! Нужен договор уступки жду. Сколько времени/стоимость услуги?,0
16baeff1-ef51-4980-ab01-82c1a1917579,Клиент предупрежден о возможном конфликте интересов. Обращение в виде аудио в комментах.,0
653f4040-c944-4233-8b26-303f71a48fc7,"Какие именно подробности интересуют? Надо сделать завещание, на брата.",0
52c829f4-316c-49dc-863d-ba93e84f75bd,Вопросы по брачному договору,0
6be02855-168e-4c58-b067-dcb205fc1fe4,Требуется услуга по заполнению и подаче 3-НДФЛ,0
4ae01206-2003-4b6c-8c78-975ccee1624e,Суть вопроса не известна,0
130180f0-77a8-4b41-9d21-21ef361a79c6,как устроить ИП сотрудника по трудовому,0
2533dfe4-9827-4d53-8680-747934789b6b,Налоговая декларация какие вычеты можно получить оформить,0
6431f576-c297-4403-a25b-8beeb4749454,"Подскажите, пожалуйста, можно ли вернуть налог на покупку медицинских лекарств ?",0
373e9fe9-5645-4e1b-8fd6-12c4105f0b74,Можете определить подлинность документов.,0
f0e1f21d-36a9-47d5-8c75-00c25ccc1f7b,Хочу обжаловать штраф по поводу отсутствия фотографии,0
399d1ff8-e98d-4d60-9e94-082331d86d80,Неисполнимое требование в рамках спора по трудам и гражданской ответственности,0
e12b4645-6eb6-4eb2-80a0-ca3a02cc1020,Вместо юридической консультации конкретного специалиста по заданной тебе получил пространные рассуждения о необходимости обратиться в суд,0
c309aef1-1177-4bac-afd4-d29b98c187e0,Обратился на общую линию.,0
f70d9081-b802-4420-890d-618ac6fec01b,Бракоразводный процесс (клиент хочет поговорить по телефону),0
4d67d37a-43ef-4759-8189-16f0a29de3a3,клиент обещал в чат направить документы по обжалованию ( территориально сейчас находится в тайланде),0
820975f8-fe86-4d1a-b0f6-957bd7ae5352,"На сегодняшний день предлагают более дешевые варианты, которые не соответствуют по характеристикам изначально приобретенного товара",0
555b42dd-cd19-4de1-83c2-a050d8411814,Добрый день. Я бы хотел воспользоваться бесплатной юридической консультацией. Клиенту направлен скрипт с просьбой изложить вопрос,0
b06e8ada-fa7f-4032-8062-302f9ad6c010,"Здравствуйте, нужна консультация по поводу алиментов. Жду вашего ответа в чате. Вопрос именно оформления заявления касаемо алиментов. Заранее благодарю!",0
25ba73d1-b967-48ee-a5f9-030d1ce785be,аккредитив как лучше заводить,0
563a8fe6-ca8a-410d-80c2-c1736cc28a67,"У клиента не обновился функционал по предоставляемым услугам. И по факту консультации клиент не имеет. Клиент предоставил скриншоты, что в Сболе услуги от нас доступны. Было решено оказать консультацию. Нужно связаться и уточнить вопрос. По поводу, что по факту консультации не доступны не уточняем.",0
3e8ca573-8da7-4326-adc5-04db8029885b,Как платить проценты на заработок по депозиту,0
daa98950-ebf0-49a7-9951-939f9a1fc689,Нужна помощь в составлении иска к банку,0
3d278973-df5f-4ed8-93c4-6904fb776f43,Арендодатель расторг договор и заключил с новым,0
d49481e0-ad6f-4314-8d7b-d756829825f9,К какой категории относятся табачные изделия,0
5d935997-a67e-4327-814a-ce080d1826e1,Должен направить пакет документов в чат на платформе,0
c05083c2-5db9-46a9-a992-17ba70e5879c,Банк требует экономический смысл,0
e765eb02-545b-44e7-bf10-564525c08d97,"Подготовка брачного соглашения, необходимо обсуждение по телефону, так как есть вопросы",0
46f52c83-8e98-4fab-bbb8-ed718bf745db,Можете проверить правильно ли оформили жалабу в ***********?,0
18ad996d-ee3f-4058-a41e-8ef7f9a58468,Возможно ли обжаловать такой штраф? видеорегистратор отсутствует,0
09a70686-6293-4c29-9882-428abb022958,Раздел имущества при разводе.,0
995480da-b2c4-496d-9fde-e92760e44154,"есть ли юрист, который занимается вопросами опеки над ребенком.",0
09a0f3ea-4b5e-4a39-bacf-a93be8ff3673,"по договору его жене должны денег, деталей нет пока",0
45da9584-f4f9-4b0a-b016-c91ecad2166a,"Вопрос, связанный с земельным участком в составе СНТ",0
9ca0f9a5-cb1d-4df4-bdc5-97b91a7546ab,"В банке дали подписать согласие на формирование данных в ЕСИА, переживала что это",0
6889ecf1-63c1-428a-b347-1839d849d155,А налоговый вычет можно оформить тут?,0
707ddd86-add4-409c-993d-84c9426fd601,"Наследственное право, вопрос наследства недвижимости.",0
a116fad8-b83b-4ed3-9f8f-909eb1a1c18d,"я бы хотела получить консультацию по налоговым вычетам, которые я могу получить",0
0b7dc85d-5dca-4975-8578-653c5bc33acf,претензии к пенсионному фонду,0
1d4dcd61-ada8-47ff-bea2-17f85f6cc5cf,Здравствуйте. Мне нужна помощь в написании декларации 3ндфл,0
1572de23-3f2d-44a3-a489-b30106701517,Клиент запрашивает юридическую оценку договоров,0
cd135c3f-0996-4dfe-b018-b050f298a5d7,Выплаты по беременности и родам,0
b01286ac-dc18-4641-9e0b-2e278681f144,Требуется оценка по предварительному ДКП,0
a60a1511-2c80-4668-9a48-9b6f48073f04,Добрый день. Нужна помощь в возврате налога по инвестициям. Просьба связать со мной,0
e781512b-e1e8-4dc8-aa8b-7f0bf52597e7,Зареганы юр лица по его адресу,0
fb7953bb-507e-4537-b9ba-b7675b212753,"Хочу получить налоговый вычет, как это сделать?",0
610c0445-8da5-4424-8c35-bc2371283b69,я хотела бы получить консультацию по имущественнуму вопросу по оплате ндфл,0
92f39e56-992b-4134-8bb7-6f55debdcede,"Обжаловать штраф, оставила заявку на сайте",0
482320ef-2521-47dd-bd5e-f2d330c335ac,Общие вопросы по разделу имущества,0
89e7b34e-fb19-4aa9-ab0b-58cd8ff1cdc5,"штраф правомерный, не согласна с санкцией",0
32d3aa4b-3731-48b0-8b4e-022962d320f8,Технически вопрос о передаче ключей старыми жильцами при покупке ключей,0
aa60da3c-d3e3-4565-a8a2-410d61c27eea,"Взыскивают юр. услуги по суду, вопрос ответ",0
6bf11188-c1cb-421a-82b2-bcd68d0d4817,в чат должен направить документы,0
058bd3bf-5937-47dc-b991-786844ebbe66,"Вопросы по завещанию, как правильно составить",0
03cab815-ed3a-447d-81f5-d93fec1ebb10,"Если вдруг позвоните прошу назвать кодовое слово ""Ночь"" , чтобы я был уверен что это не мошенники. Нужна консультация юриста по недвижимости",0
d4a1e376-95cb-4f0d-bf02-e17b375afd7e,Штраф за парковку делимобиль,0
3b0d6c08-726b-472e-80f4-37ea4ebb102a,"Здравствуйте. Хотел бы проверить , является ли мой ближайший родственник акционером компании",0
0945c286-6f01-4092-bb61-e7c9bf43d0d5,"Вопрос по площадям и их статусу, прикреплю разговор в комментарии, заранее прослушайте",0
29090b39-4c09-410e-9b72-69ff7183002c,Доки какие нужны для продажи?,0
a85631e5-ce61-46ef-b31d-87e4cf1a97c9,Запрошена информация в чате на платформе.,0
dc0793ad-b64f-4fe2-9a47-00f17792d2d0,Добрый день! Хочу продать недвидимое имущество - квартиру. Какой сейчас порядок действий?,0
1bcd11a1-77f7-412b-99b5-9fcda703d4bd,Ряд вопросов теоретических по ДТП,0
f37b3bc0-5efa-4c15-86a9-69d7e0e930de,"Нужна консультация юриста по вопросу, связанному с возвратом кухонного гарнитура",0
f3923906-5cc7-4562-8540-a147638f6379,Меня интересуют налоговые вычеты и льготы,0
25d1d22b-60f0-4f0d-b0c1-043e15fc0800,Добрый день! Какие документы нужны при оформлении 2 НДФЛ,0
5a321a9a-7a78-4fdb-bd0e-477d4f1a97b4,"Отказ или допродажа. Здравствуйте, можно получить консультацию по претензии от юридического лица в адрес юридического лица?",0
620b0b3d-33e0-4885-b76a-02f11ae10386,Альтернативная сделка по недвижимости,0
e9ffe945-9a1b-4b37-898b-52d95b5d8163,"Хочет обжаловать автоштраф, срок еще не прошел",0
43eee271-e594-4e1b-94fc-fad0902916a5,"что подлежит разделу, спора нет",0
6ebd2553-c39e-4386-a18e-a9d4fecc5b19,Взыскание денег по ДТП,0
43dc03f3-a2b1-4666-ae3d-f6ffa78df8d3,"Здравствуйте, планирую покупку автомобиля. Нужна проверка документов",0
a0b00760-53fe-4674-b4dc-a8da393fd29c,"Не может платить по кредитам, как быть?",0
7faf7119-3fc4-4c07-a6fe-979f76e290dd,установка сплит системы 50 тыс убытки,0
9b92600f-e68d-476d-8794-a5c1fbe3606c,Хочет задать 1 вопрос про недвижимость,0
064ff8c5-8fdd-456d-965b-d7b8913cd38a,Вопросы по оформлению дарственной (см. коммент),0
7150894b-6835-43b1-ad22-ba8a3f20ebb6,Что необходимо указать в расписки,0
9d981ed4-d41b-4339-8341-c5843ce3947a,"Как то неправильно списались 46 рублей, при проходе через метро...",0
acdbf3b4-aa8b-4e37-82c0-d1d687fdbe7f,"Сотрудники ГИБДД остановили на трассе по статье 3.2. Даное нарушение зафиксировано стотрудники гибдд. у вас это первое нарушение по данной статье. вам будет штраф будет 5к. при повторном нарушении лишение прав, на срок до 6 месяцев. Переживает",0
9029a5c5-acf3-4186-a785-20202c2d1998,ЖКХ по старой квартире взыскивают,0
aaacc1d4-80e6-4bed-bf78-6a7926659581,По какой цене продать долю авто,0
77d98a34-32db-487f-81c2-8e5cb98f51b0,Штраф по 20.25 КоАП.,0
497f67ed-5ed5-4108-bdff-34a474996403,см. запрос на платформе (очень обширный),0
92756455-e353-4d04-95a2-33d8baa6f892,можно как то проверить авто перед покупкой?,0
aa90bc9c-e60d-4644-b553-0be4c4efee82,"Купла очки, не подошли",0
02ea3b53-0560-4219-8893-83fa94957d7c,Вы можете посмотреть текст договора найма квартиры? Нормально ли там всё? Спасибо,0
effe397f-93e5-4e87-98f9-ddff7e401d1f,Консультация по авто вопросам (связанная с лишением водительских прав и их востановлением),0
d74e5395-a4a5-429f-ad69-07878080e9bf,Обжалование постановления по ст. 16.12,0
225c4e15-0c3b-4a1e-9379-c9ec53307e08,Как раз пришёл один за нарушение заказ остановки и стоянки,0
57868036-6c49-42a7-b168-585c2862313a,"Просьба связаться, говорит, что в понедельник связи не будет. Нужен анализ документов по сделке, говорит 6 страниц, прислал в чат.",0
23bce72c-f5ad-40a9-9351-9eae693774b7,Как и где быстро поставить печать в свидетельстве о рождении ?,0
a11ca5f7-9f9c-4fa5-aa9c-2c286ea19ac4,"Хотела проконсультироваться по домашним животным. Есть ли в законе или инстанция, которая курирует?",0
c6e568b6-4761-4093-a6bc-00c70b9c1a25,В приложении парковки на счету имеются средства. Я предположил что они снимаются автоматически.,0
806d49f3-3e7a-4ba9-9b8e-42cdd8dee31d,Расторжение брака. Ждёт именно звонок.,0
2363ae6b-3bd9-4023-ac67-435ddb4fc267,"Нужна консультация по трудовому вопросу, Вопрос неизвестен, создала заявку, нужно уточнить",0
014f6984-4105-469c-ab75-25957e132ca5,"не актуально, ошибочно оставил заявку",0
94f4ba51-4c76-404e-98ec-31624a447de6,В долг взял знакомый,0
9a3bb11d-c7d5-42b1-a7e8-2ac2143e8ff8,Добрый вечер. Как можно обезопасить себя от несанкционированного кредита. Спасибо,0
060a5e21-ec35-44e9-b0ac-395ff26d1a8f,"Умерла бабушка, общие вопросы по наследству",0
6079a6f0-9c8a-46d8-b7cd-81e41445ea90,Оспаривание договора дарения без суда,0
a77dad98-bd89-439f-b1a9-f5635deb4688,"Здравствуйте, хочу обжаловать авто штраф",0
bd37426e-37a2-4aa0-b3db-7485713bb80e,"Душный клиент. Хочет профессиональную консультацию юриста по наследие, вопрос по завещанию и обязательным долям родственников. Требовал личную консультацию с юристом в центре Москвы, сказала, что все по предварительной договоренности с клиентом, сначала ему позвонит юрист и проведет консультацию.",0
f420c1d3-1fac-4900-a68c-c8a80da903f3,Интересует вопрос о наследовании недвижимого имущества. Прислала голосовое сообщение в чат. Интересуют конкретные Ограничения в дальнейшем по поводу недвижимости,0
807ebb59-574f-4ece-8da7-8bdc8f0e21cf,"Здравствуйте, нужно сделать анализ предлагаемого договора",0
df5a8875-2688-4508-9ecd-4e097fa7e1b7,Хочет выяснить кто наложил взыскание,0
95f87ea3-3c3c-49c2-b6d1-87f73af23ae3,"Клиент не может авторизоваться, из-за Ошибки 500, принято решение консультацию оказать. Клиенту нужно позвонить, для консультации.",0
c41a2238-4fec-48ff-a5b9-8d79447ebef7,Клиент в чате просит связаться по вопросу претензии,0
11735231-2c4b-4320-9c25-b00f37f976c0,"Здравствуйте, мне нужно проконсультироваться по вкладу, а именно налог на вклад. Облагается ли налог со вклада?",0
46fb4269-3fc4-4974-9dc8-9d4b36e7d82e,Остановился перед стоп линией и тронулся раньше времени,0
d47f6c76-0845-4297-afda-dcaf458ba305,"Вопрос по наследству и признанию отцовства, сказал, что более подробно расскажет специалисту",0
5bffd831-77b5-4f17-9cbd-d10b70ecec23,Как получить решение суда на руки?,0
c7561257-c436-496c-a910-003117f851b6,Вычет налога на недвижимость,0
084798f9-13ac-4835-83bd-b8d545139811,"Страхование, вопрос по франшизе",0
dcac3510-d557-4419-ac16-9951c52c8857,Здравствуйте! Нужна консультация юриста по недвижимости. Правовая оценка сделки покупки гаража,0
a3186d46-c5b3-4791-8f18-8097a12471c3,В какой то группе видели видео - что воспользовалась услугами парихмахера и не заплатила. отказались обслуживать. повесили клеймо - мошенница. обслуживать ее волосы около 4 т.р.,0
24d3afcf-6583-44cd-98bc-d07e6d4111aa,"Что лучше договор дарения или завещание, общие вопросы",0
781b4529-d737-4d3f-b083-f2fa104ee501,Добрый день. В рамках программы сберпремиум хотим обжаловать автоштраф.,0
55f3972d-565e-4546-b0eb-3605cc528d43,Добрый день! Вы случайно не выдаёте нотариальные доверенности?,0
05e5db8a-6992-4ef4-b8a9-ac13489e0092,Могу ли я не оплачивать работу председателя дома?,0
8a616510-25ea-4acf-9e99-2c8fdc4e0a2d,"оспорить земельный налог просит связаться 19,03,24 с 16.00",0
12c7a16e-aa2b-478d-bacd-9e4638867930,покупатель хочет вернуть деньги,0
9f636bd5-80ea-4567-8a4f-d9edc7129f13,"Был желтый свет переходящий в зеленый, когда я ехал уже был зеленый",0
9d15aa58-96c9-484b-9ae7-c6d9fc821ee6,Пришел автоштраф просит помочь оспорить,0
d2ba159b-473d-48c1-a568-d7c9336f62ed,Здравствуйте. Хотелось бы получить услугу в телефонном режиме. Есть ли смысл подавать в кассацию?,0
3bf8ce90-6a07-4ed2-98a0-7e0bd2240a28,Физик оказал некачественную услугу,0
001c580a-26b0-49d1-9e19-150c32808667,Мебель прислали не всю,0
82d4bf02-e1cb-4347-9598-40d6a239eba3,"Добрый день, хотела уточнить как воспользоваться услугой юриста , необходима консультация по исковому заявлению",0
a64d1b93-4723-40b8-948b-5f5e0f6d3c65,Добрый день. Просьба помочь с возвратом налога по инвестициям и лечению,0
fe73a82e-7d2c-4761-964d-88f82821df61,Может ли быть два штрафа,0
126b9e4c-c511-4314-ad5b-119477af51d3,Привезли не то кофе,0
222b1ba7-dba3-4486-a4bd-e6abf89bb714,Ответчик по делу о возмещении убытков,0
ad5cd3c4-0b48-4ab4-84d0-9c72071432a5,Как убрать счет от взыскания?,0
c39112cc-162c-4043-9996-9e0ae1a20d5a,Стоит вопрос с ДС.,0
5e0f5c3e-8782-4439-b983-c03bbcaf8ada,Добрый день! Имеет ли компания право на такой ответ?,0
65807745-fbf9-4fef-926b-56c60c93b2b0,"Здравствуйте! Я хотела бы подать жалобу, на штраф",0
c6b0ca26-ba08-4f5a-bc8a-81fae7edb1a0,Добрый день! Мне необходимо воспользоваться консультацией юриста по вопросу приглашения в суд качестве присяжного заседателя. Спасибо!,0
74865585-25d5-46ea-a503-2b2c429168fa,"что можно сделать, чтобы не попасть 115 ФЗ",0
8ed5d9a6-d488-4d63-8c21-9d25e6956a91,должен был скинуть документы в чат для анализа,0
fd969c82-b2cd-40d8-be35-87cda6ed1361,"Нужна консультация юриста по семейным вопросам , по детским выплатам",0
95b5e96c-be5e-4da4-816c-12569b154e16,Вопрос как снять обременение,0
28fd5317-69c0-4228-9904-fe6674516d7d,Хотела задать вопрос по налоговому вычету.,0
7e204970-24bf-4618-b219-ffb86fe7b813,Проверить правильность оформления пенсии,0
2988dc2a-885e-40ec-a6af-844a10297dd9,"Продает недвижимость в Чехии- покупатель ее сестра, как ей получить деньги в РФ",0
c05f0800-0759-4c4b-a3d6-0c50af1aa872,"Нужно ли оплачивать штраф, если подана жалоба",0
6e44f583-4856-4058-a8a4-b42e723d6b5f,"Произошла кража , возможно ли воспользоваться услугой юристов ?",0
208861ec-c88b-4ca5-87a7-5b9dbb3fbee5,"Общие вопросы по наследству. Ранее обращалась за консультацией в премьер, сейчас говорит чуть подругому вопросы будут",0
3e5e70f0-59ba-4562-9a81-095c40033433,"Добрый день, что мне необходимо сделать для оформления налогового вычета?",0
916427da-e939-423d-a10b-67ffe412139e,И второй вопрос. К некоторым дипломам (у меня их несколько) я потеряла вкладыши с оценками их теперь в мусор или еще сгодятся на что то?,0
f0c55294-29c3-4df6-bd2c-8d685f26b3cf,Здравствуйте! Нужно подготовить документ — договор купли-продажи,0
b40001fe-6bd8-4707-ac27-ec42c639dc8b,Вопрос по поводу штрафа и консультация по ситуации с каршерингом,0
3fe7d288-4ff7-4291-b09a-46a87e5b3054,Здравствуйте я хочу воспользоваться услугой обжалования автоштрафа,0
167c424e-8f85-4a0a-8e45-73c0e14fa569,Четурех этажный дом. Квартиру клиенту признали аварийной. Подал заявку. Перекрытия.,0
313024b2-ef5b-4391-8250-a1e182d7b1e8,"Вернуть деньги с иностранной компании авиаперелетов, возможно ли",0
11ab6f07-4d73-40dc-a07a-0ad7d6ef9c4d,микрозаймы на него набрали,0
92ddfcd3-0551-4630-97f6-fe2926b9bf97,Бесплатная консультация по семейному праву в рамках пакета сбер премьер Наберите завтра пожалуйста с 10.00,0
067b901f-b2a6-401a-806f-77abd80c41e9,вопрос вступления в наследство,0
3da6246e-28aa-4cbf-9175-ee988fba335c,"Странный клиент. Вопрос развода, не хочу разводиться. Консультировали его пол года назад, хочет еще раз",0
2e8e193d-8e3b-4bdf-83cd-4996d43e2f74,возврат д/c за тур,0
a1809697-9c09-4fb2-9df9-1add448826a3,Здравствуйте! Нужна консультация юриста по жилищным вопросам. Здравствуйте! Как быть в такой ситуации? Вот этой ситуации.,0
c0fc8140-40af-48de-8953-405ddf3ba667,"как лучше оформить сделку, как дарение или КП",0
21f756a7-6136-42ee-b2e9-dbc0e2d6e71b,"Хотим купить часть участка на котором дом , есть несколько вопросов",0
93cd8680-d8c7-484e-9762-193a108b79a5,"Вопрос купли продажи с маткапиталом и органами опеки, общие вопросы",0
25615e03-cfd9-4533-87ee-0f32cf0c61b4,"Требуется обжаловать административные правонарушения, представлять интересы в суде и других гос.оргнанах при необходимости.",0
3b11c1ab-58b2-44f5-ac85-15924303e333,Добрый день. Требуется услуга по обжалованию автоштрафа,0
77b5e1ad-0154-44d0-87c0-2e3fbbf71af3,"Здравствуйте, интересуюсь по статье 264 часть 1",0
7abdc196-ea83-4fbc-a025-39749f7a203b,У меня вопрос по налоговым льготам по юридическому лицу,0
da74cf89-f08a-4521-aea9-01d0055c4f3a,Спор с продавцом в Сочи,0
233e3588-8e07-4f5e-84e5-d809d8d33d98,Требуют деньги в университете за обучение,0
c98cb3ea-e5f5-4c72-9506-77ed9e005ca0,Как получить услугу обжалование автоштрафа?,0
34698ef4-3f3d-476a-a5f3-f2cfd9310e44,Можно ли отказаться от навязанной услуги,0
04d191bb-91a8-4cd5-8ced-e3f11d6f5298,"клиенту требуется полная консультация по наследству, куда, как и когда обращаться ?",0
c807bf84-531f-4dee-824c-91b23f866974,"Канализация, пишет в чате что именно",0
04f886e3-4ab3-470a-9dc7-e93bf1683252,"суть обращения клиент в чате не написал , указал только, что нужна юр услуга",0
acc520f6-fb49-4a05-bb83-10e7c6b75884,Добрый день. Я получил определение из суда. Мне нужна консультация по поводу устранения недостатков. Спасибо,0
be5d1e8d-b4b2-450a-a8b1-a4213aceed25,Кто платит НДФЛ по договору.,0
356990b6-f3fb-4fd1-945d-3aa0779e14fa,Хочу продать недвидимое имущество - квартиру. Какой сейчас порядок действий?,0
6294eaa5-2ef7-4401-9101-a5642b83832a,Помощь с возвратом налогов,0
db89ec49-5a9a-4960-b09f-4508b7b542e7,Хочет узнать больше о процедуре банкротства,0
d8aa73e5-62d4-4b92-9280-ca07174796ad,Нарушил ПДД - не согласен,0
73aee573-b880-4285-bf63-31c1479d6bc3,"Здравствуйте, планирую приобретать дом. Хотел бы проверить документы на этот дом.",0
d1dfd822-760e-42e3-81b7-242d8c437128,Нужна консультация юриста по договору аренды мне надо знать как вернуть деньги,0
f48f0708-1968-42fc-a0f0-e7cc02501e9c,Могу ли я загасить кредит в январе на 90% и оставить только на два месяца платежи?,0
d36d2f0b-bf26-48ae-ac66-25ac64fa2a72,Здравствуйте! Мне нужно обжаловать решение пристава,0
c32b90d9-e4cf-4503-9666-4f34010923f6,"Здравствуйте! Мне прислали договор на оказание услуг, но я не уверен в его корректности. Не могли бы Вы его просмотреть и дать комментарии?",0
153d1428-7eb2-4a18-a043-a4052ed8b93f,"обжаловать штраф, остальная информация отсутствует",0
b1f0df4e-d108-4437-a1f9-2bf17a0aabcd,"Налоговая направила требование, клиент прислал в чат. Нужна консультация. В любое время.",0
c7b7b3f4-8b9e-4c68-8aa3-e1e2c8b7ee7f,Мнемнкжно зарегистрировать название туристического обьекта с слоганои. Делаете ? Сколько мтоит под ключь?,0
ffea9c94-8df0-4c77-b0f4-3105c62ec157,"Где получить справку, где проживал дедушка?",0
b1dcc9a2-c394-4342-83cc-8ecd36435d4e,СМС из банков об одобрении кредита,0
22cc590b-4d9a-4123-87f2-ce2f287f0196,"Ипотечный вопрос, раздел ипотеки",0
1debcfff-13a1-497c-8106-c8f94e6fabde,Напишет в чат на платформе,0
719af1c7-80d0-4fca-ae32-a0c2b4e277f3,"Здравствуйте, имею ли я право заказать на платформе Alieexpress серьги с жемчугом на сумму 4000 рублей из Китая в Россию ?",0
185cff2b-efd9-48c7-921e-4ef7f1de3369,Хотела бы воспользоваться юрид помощью и обжалование автоштрафа,0
213b1b9f-a31a-4142-a0f2-a0c62c2f04ea,Интересует процедура обжалования штрафа.,0
34328322-6c7e-4506-b512-295471ef033a,"отправлено сообщение ""подключиться к видеозвонку""",0
71d1e9a5-0c88-4a6d-8ee7-eb27ba35d689,"у человека корпоративная война, отказ. На предложение услуг по договору сказал ""спасибо, за деньги есть уже кто оказывает"".",0
6840b6df-bb3a-401c-8caf-89fcd3af3de7,"несколько раз написал нужна консультация юриста, на уточняющие вопросы не реагриует",0
9551bb8e-573f-4653-abab-cc76d4c78e37,по имущественному налоговому вычету,0
04964f94-b4d5-45c6-aa6a-02a260d8bc80,"Добрый день, в квитанции по жкх непонятная строка",0
a1e22219-2b12-44d0-8646-93556decbb2b,жилищный кодекс. Приборы учета воды. Просит позвонить в среду с 18 до 19-00.,0
23f517df-efcd-46e2-9f93-af9dce183bad,"Не нравится нотариус по наследству в Мин. водах, общие вопросы",0
1c7c8ce1-c3c3-4f31-88bb-012ab1b876df,Покупка машины в Казахстане (см. коммент),0
190a540e-3ce6-436e-8e4d-683e0d13787c,Возможно ли заменить штраф на предупреждение?,0
25f45c25-269b-4145-9fdd-4adc8090892f,Что то по оформлению дома,0
3c1c244c-d5ee-4a10-a8fb-3d2790525fa4,"Добрый день, я хочу получить юридическую консультацию по семейному праву. Развод супругов, раздел имущества.",0
51d53ebf-d8e6-4578-a3fe-999f503238a6,Необходим юрист по жилищным вопросам.,0
0e24e1cc-3444-403f-9c58-942653443a90,Вопросы были заданы по телефону.,0
a8ed0bb9-5015-4551-8753-63d99c5b4dc9,"интересует вопрос по пособиям до 1,5 лет.",0
58497551-75b9-4926-813c-59538b64301b,"Добрый день, подскажите пожалуйста, если я вам скину договор , порядок расторжения вы сможете мне объяснить ?",0
6b58d248-bb9a-4769-b211-26f992e991c5,Нужно подготовить документ — трудовой договор,0
643cd604-e379-4c51-93b7-dbd741f648d5,Хотела бы воспользоваться услугой оспаривания штрафа,0
86883963-99e0-4e4c-ba3a-71215c709b50,Клиент напишет в чат,0
00247ce1-3c05-46f0-8f31-a6dc63f0278c,Хочет оформить налоговые вычеты.,0
a12f0635-c2bc-4901-b50b-b6778b2ab24a,Не могу качественно оформить налоговый имущественный вычет. Сможете оформить?,0
36f1cede-2a8d-4cef-b040-e059648d1b75,спор между дачными соседями,0
81cf1920-81bc-4f23-9b79-698b741e768e,Нужен комментарий по ответу от госслужб,0
3c315e75-7a93-496b-a48f-dd245f68538e,Добрый день! Мне нужна помощь в оформлении налогового вычета,0
8b002984-ab01-4dbb-87a4-7ded4f4d0764,Мне нужно подготовить иск О возмещении ущерба Ок жду,0
0f76b529-1c8f-481e-967d-4e65a34b53c7,"Здравствуйте! Нужно помочь оспорить штраф. Звоните, пожалуйста, в чате могу не увидеть.",0
00f031ce-d624-454b-917a-cbebc0c5ffe1,Клиент обращается за консультацией по защите прав потребителей в сфере финансовых услуг,0
28bb3185-534d-45c3-9408-3fdafb3f4cf9,Штраф за неправильную парковку,0
a7f6659c-a210-4dd1-9df9-51af787b5ea9,"Хочет выселить брата, который проживает в другом городе.",0
cc07318b-5905-463b-8ccf-37e61be7a75d,Попала в ДТП 19.10. пропущен срок. Посмотрим можно ли что сделан,0
aa781e33-0131-4c61-bc16-1ca06be2c46d,Вернуть часы в магазин за 1500 р,0
003b8182-2817-4314-8a3f-bfe2c0ad2d70,"по пьяни ---> ----> () какой-то девченке, что может быть?",0
