ID,query
404234,"Я в разводе. В браке были взяты дом и квартира в ипотеку. Дом оформлен на меня , квартира на бывшего мужа и мы являемся созаемщиками друг у друга. Я проживаю в доме, плачу коммунальные платежи и ипотеку. Бывший муж подал в суд на раздел по 1/2 дома и квартиры и признать общим его потребительский кредит, который был взят якобы на ремонт квартиры. Бывший супруг по своей ипотеке на квартиру с декабря постоянно имеет просрочки по платежам , что очень негативно сказывается на моей кредитной истории, а с апреля 2025 я самостоятельно плачу обе ипотеки, так как он вовсе перестал платить. На сайте судебных приставов я обнаружила,что по нему есть исполнительное производство за неуплату кредитных платежей кроме ипотеки в размере 1,2 млн, у него арестовали карты. Я бы хотела подать встречный иск , чтоб дом и квартира остались за мной , а я ему выплатила бы компенсацию того , что было выплачено в браке. Брачного договора нет ,личных средств не никто не вкладывал, договариваться не получается."
403369,"Здравствуйте! Квартира приобретена в ипотеку в 2022 году, я единственный собственник. В 2024 заключен брак. В 2025 родился ребенок и на ипотеку закинут мат капитал. Вопрос, какая хронология действий должна выполниться для продажи этой квартиры? Можно ли выделить заранее ребенку доли в другой квартире для быстрого решения вопроса с опекой и разрешением на продажу квартиры?"
397923,"К моей предпринимательской деятельности привязаны 2 системы налогообложения: УСН и ПСН. По факту в течение немалого времени использую ПСН как более выгодную для меня. УСН - просто по умолчанию, от которой никуда не деться. Система {{BANK}} в с связке с сервисом ""Бухгалтерия для ИП"" знает про УСН. Всю мою выручку относит именно туда. Чтобы использовать ПСН, {{BANK}} навязывают подключение платного аутсорсинга за стоимость, не сопоставимую с трудозатратами. Мое решение: вести бухгалтерию самому. Ответ банка: невозможно отключить сервис ""Бухгалтерия для ИП"". Возможные последствия: {{UL}} получает разнородную информацию от меня и от банка, что может повлечь ущерб для моего учета, деятельности и репутации. Вопрос: как быть в такой ситуации?"
410602,Приобретена недвижимость в Грузии. Срок сдачи нарушен. Можно ли требовать неустойки?
390985,"в декабре 2024 года согласовал замену лобового стекла машины по гарантии. СТО пригласило на замену в мае. В мае машина была на ремонте по {{UL}} в этом же СТО, о чем я им и сообщил. пару дней назад сообщили о завершении работ по {{UL}} и пригласили забирать машину. Когда я спросил про стекло, ответили, что заявку закрыли, потому что я не явился на ремонт. Вопрос: кому направлять претензию по поводу не исполнения гарантийного ремонта - СТО или диллеру, у которого покупал машину?"
377622,"Одобрена семейная ипотека, собственником участка являюсь я и супруг. Банк выводит из сделки. Если земельный участок продать, а муж оформит на себя и будет, владельцем только муж. Какие риски в такой сделке? {{BANK}} может отказать?"
393933,"Здравствуйте, сдавал гараж в аренду гражданину РФ, в 2022 году арендатор пропал оставив старый ненужный автомобиль. Без документов. Как я могу избавиться от чужого имущества?"
392418,"Переоформление квартиры на дочь: способы, нюансы, риски"
395971,Добрый день. Нужна помощь в обжаловании штрафа за перегруз грузового авто.
373412,"Добрый день!
Меня зовут *** . И у меня вопрос по ситуации с детским садом после вакцинации ребенка. 

Ситуация:
1) Дочка сделала вакцинацию от полиомиелита живой вакциной. Уведомили об этом воспитателя. Воспитатель говорит, что дочка должна быть изолирована от других детей дома. 11 детей из группы не привита и не могут их изолировать. Как возможный вариант, предлагают дочке перейти в младшую группу.

Поискав информацию в интернете, понял, что это незаконно и моего ребенка не должны изолировать. Насколько это корректное поведение сада?

2) Так же в нашей группе введен карантин по ветрянке.
Карантин был объявлен с 24 марта по первому  случаю заболевания. Дочка не ходила в сад с 21 марта.
Повторный случай возник 31 марта и введн повторный карантин на 21 день.
Теперь воспитатели говорят, что не могут перевести дочку в другую группу, пока действует карантин по ветрянке.
Насколько это законно и с какого момента должен отчитывать срок, когда дочь не может быть переведена в другую группу?"
379796,Здравствуйте мне нужно консультация по миграционныму вопросу я прибыл в Россию 08.04.2025 а мне дали на эгзамен 13.05 2025 числа мне надо будет съездить на грануцу или нет а прописку сделали на 3 месяц
402857,"украли 23 августа 2023 году у меня станок металлообрабатывающий.
есть документы на на покупку станка, стоимостью 250 000 руб., куплен в начале декабря 2020 года.
имеется видео вывоза и данные человека который это сделал (***)
в середине декабря 2020 было зарегистрировано ооо {{UL}}"" совместно с *** который являлся гендиректором.

{{UL}} отказывается проводить проверку и возбуждать уголовное дело мотивируя это гражданскоправовыми отношениями между мной и ***.
станок это моё личное имущество, было приобретено лично мной переводом на карту продавца, до образования ооо, в пользование ооо я не передавал станок.


 станки за это время подорожали, в данный момент стоят более 500 000 руб.
нужна помощь в оценке станка на момент кражи, чтобы продлить срок исковой давности.
и помощь в возбуждении уголовного дела и привлечении придчастных к краже к ответственности"
409371,"Клиент хочет продать квартиру, в собственности квартира 4 года, но это не единственное жилье."
374746,"Штраф за парковку 5000р, хотя была оплачена в приложении."
395157,Я ИП. Сдал в аренду грузовик ООО. Пришли штрафы за перегруз.  Как и в какой форме обжаловать?
379330,"Добрый день! У меня потребительский кредит в {{BANK}}, была просроченная задолженность в течение нескольких дней, на протяжении всех дней поступали звонки из банка, больше 5 раз в день и даже после погашения задолженности, звонки продолжаются, за сегодня уже их было 5, тем самым со стороны банка нарушены права потребительского кредита. Вы можете оказать помощь в составлении жалобы на ПАО {{BANK}}?"
405146,"Хочу открыть ИП в {{BANK}}, по оквэду 64.92 . Имею ли на это право по упрощенке, и не противоречит ли данный оквэд налоговому законодательству?"
396769,"Хочу приобрести автомобиль ,который был куплен ИП ***,может ли мне его продать *** как частное лицо,а не ИП"
398795,"Здравствуйте, нужен ли эквайринг для ИП {{UL}} и развлечений"" при условии, что годовая выручка ниже 5 000 000 рублей?"
402666,"Пришел штраф, но это не мой автомобиль,  и вообще этот гос номер висит на другой машине."
391619,"Эмитент объявил технический дефолт по облигации, мои дальнейшие действия? Требуется уточнить руководящий документ."
382171,"Добрый день! Подавал декларацию на вычет за медицинские услуги и добровольное страхование жизни за 2024 год. Пришел отказ с указанием кодов ошибки и объяснениями, недоступными для понимания среднестатистического человека. Нужна помощь. Документы находятся на компьютере. Могу переправить на почту. Декларации подавались отдельно на мед и страхование."
404560,"Добрый день! Хочу получить уридическую консультацию. Хочу купить дом с участком в Московской области. Продавец отправил мне ЕГРН на землю и на дом. В ЕГРН на дом прописано много собственников. Я хотел бы обсудить этот момент и какие у меня риски. Хотел бы, чтобы вы посмотрели ЕГРН и дали свою оценку."
374045,"Необходим образец искового заявления, сумма госпошлины и какие документы и копии приложить: необходимо подать на уменьшение размера алиментов по двум детям; сейчас по суду присудили 1/4 один ребенок и 1/4 второй ребенок (на руках есть оба решения); должник хочет подать в суд на раздел 33% пополам на детей"
375372,"Здравствуйте! По мне велось ИП, по кредитам, взыскали больше положенного, не уведомляли, что есть положительное сальдо, оно у меня отобразилось лишь в госуслугах, что есть переплата в 18000. Подал заявление на ходатайство, где было признан факт переплаты и написали, что вернуть деньги. Денег до сих пор нет спустя 9 дней, после вынесения постановления об удовлетворении заявления. Как вернуть деньги? Не сомневаюсь, что переплата есть и по другим долгам, но информацию не предоставляют."
388303,Добрый день. Вчера в нас вьехала фура при выезде на кольцо и водитель заявил что мы сами под него залезли но мы стояли пропускали помеху так как кольцо было главным. Инспектор принял сторону водителя фуры и у нас планируется дознание. Видеорегистратор у нас отсутствовал а у водителя фуры типа был выключен. Какие у нас шансы отстоять нашу позицию? Чем грозит признание вины? У нас КАСКО.
404143,"У меня имеется диагноз ХМЛ, установлена инвалидность 2 группы. Сейчас по медицинским документам имеется отрицательная динамика и мне рекомендована консультация в НМИЦ {{UL}}. Я готов самостоятельно обратиться в данное учреждение, но не могу из-за своего графика работы. Как я должен посетить врача, если мне не предоставляют больничный"
393946,"Добрый день. Подскажите, пожалуйста, правомерно ли взыскание пени по алиментам, если алименты платит работодатель по ИЛ? 
Ранее пени были присуждены {{UL}} и погашены за период, когда была недоплата по алиментам. 
Сейчас платежи проходят ежемесячно без задержек."
385475,"Добрый день, получил штраф за парковку в неположенном месте. Знаков и условий запрещающих нет, штраф пришел с камер при объезде на районе."
381064,"У меня вопрос , я собственник квартиры прописала человека с ребенком, как я могу выписать ее из квартиры она ни чего не платит по квартире, все плачу я."
383092,"Есть частный дом на территории новой Москвы, населенный пункт, деревня, ИЖС, вокруг дома промышленная зона. На одном из участков пром.зоны другой собственник начинает отсыпать свой участок, делать планировку на 3 м выше моего участка. Имеет ли право он это делать? Куда жаловаться и как грамотно пожаловаться? С другой стороны сосед поставил забор 4 метра над уровнем земли. Насколько я знаю, это тоже запрещено."
377194,"Произошло затопление моей квартиры. В акте управляющей компании виновником указан арендатор квартиры над моей (откручивания кран Маевского на батарее, отломил его). Собственник живёт в другом регионе и утверждает, что батарея с краном является общедомовым имуществом и ответственность на управляющей компании. Выяснить наличие запорных кранов на батарее не могу. Вопрос: в какой суд и к кому предъявлять иск: к арендатору или собственнику?"
396745,"Добрый день. У нас случилось такая ситуация, нас затопили соседи с верху, затопило все, кухню,прихожую, клиент согласился выплатить ,как нам правильно юридически оформить ? На тот случаи если он в дальнейшем откажется либо платить? Либо нам лучше подать в суд?"
376487,"Добрый день! Мне нужна помощь по следующему вопросу: у меня есть дом, владение им моё с супругой совместное. При оформлении договора на его аренду в качестве собственника мы оба должны выступать или возможен вариант, что кто-то один?"
403947,"Нужна консультация по получению налогового вычета по ИИС. 
{{UL}} не выставляет заявление на получение вычета в упрошенном порядке. Банк-брокер прислал документ о том что отчет передан в {{UL}}. 
По счету было несколько зачислений в разные годы на общую сумму 400 тыс. 
Счет закрыт в феврале 2025 года 
Брокер подтверждает по что вычет положен, но {{UL}} не видит отчет"
391451,"Здравствуйте, вопрос по бездействию судебных приставов. Имеется исполнительное производство, затем пристав его прекращает, на мои ходатайства через Госуслуги приходит ответ ""Отказано в подтверждении полномочий"""
402996,Понимание ответственности за неучастие в судебном заседании в качестве присяжного
398585,"Добрый день, необходима консультация. Возможно защита репутации человека , когда выкладывают в городские паблики в телеграмм недостоверную и клевещущую информацию. Как быть в таком случае, как требовать удалить пост и как привлечь к ответственности ?"
400711,Добрый день! Сделка по покупке квартиры оформлена на мою несовершеннолетнюю дочь 2008г рождения ( ей 17 лет и она не работает еще ) с моего согласия и за мои средства. Имею ли я  право на налоговый вычет?
374217,Здравствуйте! Не успел вовремя подать справки 2НДФЛ и КТК по Арической ипотеке МЕНЕДЖЕРУ В ДОМКДИК МНЕ ПОВЫСИЛИ СТАВКУ по процентам.Как вернуть предедущею ставку по платежам?
378721,"У меня есть личный электросамокат, но нет на него прав. Я ехала по дороге, меня остановила полиция и забрали. Это было год назад. Как забрать самокат?"
396563,Здравствуйте Я являюсь гражданином Узбекистана сейчас нахожусь в России хотел бы подать гражданство РФ какие документы нужен мне собрать и куда обратиться чтобы побыстрее это получать
402647,"Моя сестра отправила код подтверждения для входа от Госуслуг мошенникам. Теперь ей приходят смс об одобрении микрозаймов. В Госуслугах есть элетронные подписи, нужно ли их удалить?"
385657,"У машины в апреле кончилась гарантия, в декабре месяце обратился по замене лобового стекла по гарантии, все согласовали. Но я не смог приехать, хотел обратится сейчас на замену но мне отказывают потому что гарантийный срок кончился. Говорят что надо было приехать в течении 45 дней. Теперь если заявку делать заново то я уже не нагорантии."
410878,"Добрый день.
Я паркуюсь на стоянке уже много месяцев.
Ставил машину там каждый день.
Сегодня случайно увидел шраф от 22.08.2025 за парковку без оплаты. Я не помню, чтобы на тот момент виселя информация на столбах, что парковка стала платной. Сегодня приехал посмотреть, сейчас надписи на столбах есть.
У меня нет фото 22.08.2025.
Как мне оспорить шраф в этой ситуации? Можно стоянку запросить отчет об установленных знаках?"
384372,"Был капитальный ремонт в доме, по программе Президента. В результате потрескались стены. Региональный оператор не желает возмещать ущерб. Как взыскать ущерб?"
407678,"Добрый день. Можно ли получить налоговый вычет с покупки квартиры в 2024г., купленная для Матери, являющейся неработающей пенсионеркой ? Я официально трудоустроен и имею прописку у неё. 
Можно ли рассчитывать на налоговый вычет если мне оформить право собственности на долю в недвижимости? И если да, то сколько составит налоговый вычет ?"
392725,"Здравствуйте!

Сейчас я заключаю договор с управляющей компанией ({{UL}}) как новый собственник, и меня смущают его условия.

Там сразу же заключается доп соглашение, меняется половина пунктов, в каком-то месте дом меняется на неправильный.

Можно ли получить консультацию по тексту и вместе обсудить, что стоит в этом случае делать?"
389908,"Здравствуйте. 
На территории нашего коттеджного посёлка (земля для ИЖС) находится 13 жи-лых домов, построенных 20 лет тому назад. Тогда же создано {{UL}} из 13 чле-нов. Собственником нашего дома и, соответственно членом {{UL}} на тот момент, была моя дочь. В то же время на земле, принадлежащей {{UL}}, 10 человек за свои собственные средства построили строение (бассейн), пользовались им и несли расходы по его содержанию. Три человека (в том числе и моя дочь) не участвовали в этом строительстве и не пользовались бассейном. Строение не было зарегистрировано, существовало нелегально и оставалось незарегистри-рованным до настоящего времени.
 Все взносы и сборы за содержание общего имущества (дорога, охрана, уборка территории, обслуживание систем водопровода и канализации, пожарных гид-рантов и т.д.) оплачиваем регулярно.
Сейчас, эти 10 человек (они являются членами {{UL}}) приняли на общем собра-нии решение о регистрации бассейна на {{UL}}, так как он находится на земле, принадлежащей {{UL}}, хотя {{UL}} не фин"
402374,"Здравствуйте! Опять я по вопросу больничного листа. Я уволилась 30 мая 2025г.. больничный лист с 25.06. по 28.07.никто не будет оплачивать, потому что я данное время уволилась. Верно?"
391038,"При покупки автомобиля с аукциона , помимо оплаты в организацию  за машину, будет ли налог с меня дополнительно именно за покупку?"
376039,"Добрый день! 
У меня еще один вопрос если мигрант закончился разрешение может ли до 30 апреля не выходя из страны получить документы и спокойно жить и работать дальше?!"
381086,"Добрый день

Прошу оказать юридическую поддержку по спору с ПАО «{{UL}}» в связи с незаконным односторонним расторжением четырёх договоров лизинга и изъятием имущества. Задачи:

1. Проанализировать правовую обоснованность уведомлений о расторжении договоров № AA000717640, АА014793566, AA052814960 и АА044887533.  
2. Оценить позиции сторон с учётом уплат лизинговых платежей, предложения выкупа (исх. № 1103/1 от 11.03.2025) и отсутствия ответа Контрагента.  
3. Разработать план действий: претензионное письмо, исковое заявление, расчёт требований по возврату автомобилей и компенсации убытков.  

Пожалуйста, укажите ориентировочные сроки подготовки заключения и стоимость ваших услуг.

С уважением,  
***, директор ООО {{UL}}"
407928,"Добрый день.
Женюсь на днях, имею несколько банковских вкладов и брокерские счета. Какие есть варианты обезопасить себя от ситуации дележки этих накоплений в случае развода? Все накопленное было накоплено до брака.
Спасибо
Прошу писать в чате"
376034,"Здравствуйте, подскажите, пожалуйста, может ли супруг вернуть 13% с моего лечения, при этом оплата проходит через мою карту , а не его ? 
Или он должен все платить своей картой?"
407938,"Здравствуйте, вопрос такой я взял ипотеку на строительство по гос программе деньги находятся на эскроу-счете. Застройщик не может соблюсти сроки по строительству (ещё не приступил к работам) и просит допсоглашением продлить срок на апрель следующего года (начать стройку), хотя должен по договору закончить 26 февраля 2026. Могу ли я сменить застройщика ?"
404292,"Какую позицию лучше занять продавцу недвижимого имущества (дома) в ниже описанной ситуации? 
Продавец (физическое лицо) продает двухэтажный кирпичный дом забыв указать что на нём в одном месте с верхней части от крыши и до пола второго этажа (по вентиляционному каналу, то есть там где полость внутри, не сплошной кирпичь) имеется трещина толщиной 1-2 мм, образовавшаяся при усадке дома. Трещина эта не влияет на прочность дома, скорее носит декоративный дефект, однако при этом с внутренней части вентканала тоже проглядывается (если снять плитку, на стене внутри дома). Но все-таки при продаже дома он в суете это не сообщил. 
Вопросы:
1) Как лучше защититься от возможных требований покупателя расторгнуть сделку или требования компенсации?
2) имеет ли законное право покупатель требовать расторжения сделки ил  существенной компенсации через суд? Точнее встанет ли суд в этом случае на его сторону? 
3) является ли это скрытым дефектом, отсутствие которых обычно указывается в договоре?"
395052,"У меня на выходных ребенок прищемил пацец, отслоился ноготь. Поехали в больницу, они передали сведения в полицию. Теперь нам звонит следователь и просит приехать, дать показания.  Какие могут быть последствия?"
406551,"Здравствуйте.
Получил от ИФНС Уведомление № *** вызове свидетеля в налоговый орган для дачи показаний. В ООО {{UL}}"" я единственный учредитель и директор. 
Вопросы:
1. Правомерно ли меня вызывать таким образом? Какой я свидетель, я же *** отец. И что за повод, в связи с проведением мероприятия налогового контроля, вне рамок? 
2. Что я могу сделать, чтобы ничего не делать? Могу я отказаться по ст.51 Конституции?
3. Реальна ли ответственность для меня, предусмотренная статьей 128 Кодекса? И что это такое вообще?"
380711,"Добрый день. У меня произошло списание денежных средств по решению суда. Хотел бы понять, что это за списание и за что. 
Номер дела: ***
Судебный участок 229 района Чертаново Центральное
города Москвы

Спасибо."
404442,"Здравствуйте!
Вопрос по имуществу. Была куплена квартира в собственность на меня, в ипотеку, с привлечением родительского капитала в качестве первоначального взноса. В этот момент я была не замужем, но жили совместно с мужчиной. Через год был оформлен брак. В течение нескольких лет была погашена ипотека.
 Вопрос, имеет ли право на эту квартиру муж, если будет раздел имущества?"
377559,"Добрый день!
Необходимо заполнить 3ндфл для уплаты налога на дарение недвижимости и получения налогового вычета за обучение"
399956,"Отдал ноутбук в ремонт, оплатил услуги, а его там потеряли. Интересует, на какое возмещение я могу рассчитывать"
374714,"Здравствуйте. Я сделала кавер на русском языке на иностранную песню. А также видео из студии, когда я записывала песню. Я так понимаю на площадках яндекс музыка, сбер звук и пр, т.е где монетизируется размещать я его не могу из-за авторских прав. А вот на своей личной страничке в контакте или в общем чате я могу песню/видео разместить? Спасибо."
391584,"Мне нужен брачный договор, по которому имущество купленное в браке являлось собственностью супруга или супруги, который купил это имущество"
395199,я хочу открыть новую ООО. состав участников три физических лица. мне нужен список документов (устав  и т д  - с образцами основных документов) и объяснить механизм регистрации ООО
398049,"Здравствуйте! У меня такая ситуация: в браке преобретена квартира, выделены доли по 1/3 на меня, бывшего супруга и старшую дочь (после покупки кварттры родились еще двое детей). В настоящее время в разводе, нужно было продать квартиру, но оказалось, что бывший супруг начал процедуру банкротства. Можем ли мы продать квартиру и что для этого нужно? Арестуют ли счет? Или арестуют только его (бывшего супруга) денежную долю? Какие то варианты есть?"
386130,"Мне нужна консультация по вопросу подачи уведомления в РКН. 
Интересует конкретно:
1. нужно ли подавать разные уведомления, если у меня несколько компаний - то есть на каждую компанию свою, либо можно одно уведомление, сразу на все компании? Виды деятельности отличаются, соответственно, тип персональных данных и порядок сбора - тоже. 

Если можно, то как это сделать и можно ли это сделать через {{BANK}}. 
2. Что необходимо писать в графе «способы защиты перс данных»? Конкретно, какие способы бывают (кроме антивируса)"
376756,"Вчера произошло ДТП, есть осаго. Второго виновника нет.
Ехала по набережной. Наехала на люк {{UL}}, который находился на проезжей части. Он был на своем месте, но при наезде на него, он подпрыгнул  и нанес ущерб машине. Полиция составила протокол. Как мне быть? Куда обращаться, чтобы возместить ушерб?"
387833,"Какие санкции на меня могут наложить и в какой срок, если не уплатить налог с продажи квартиры до даты указанной в {{UL}}? Например налог 1.000.000"
395369,"Как подать на алименты на ребенка на фиксированную сумму в размере мрот , отец ребенка официально не работает"
384845,"Здравствуйте. Я бы хотела получить консультацию по покупке квартиры, которая была ранее приобретена за счет средств маткапитала. Какие мои риски в данном случае? На что следует обратить внимание?"
389632,"Здравствуйте, планируется продажа жилья, где у меня 1/3, а у моего бывшего мужа 2/3. Мы оба согласны на продажу, но у бывшего мужа нет времени заниматься всеми нюансами по продаже.  Хотелось бы узнать, есть ли возможность, чтобы мы продали квартиру без присутствия моего бывшего мужа?"
408834,"Раздел имущества при разводе. 2 года назад развелась с мужем, муж проходил службу по контракту и во время этой службы заболел и получил группу инвалидности, получил выплаты и мы браке приобрели дом и квартиру. Договорились в устной форме, что дом ему ,а квартира дочери, а сейчас когда разъехались он хочет отсудить квартиру. Как это все может проходить?"
382373,"Можем ли мы вычесть 1 млн рублей с суммы продажи собственности чтобы уменьшить налог, если на момент продажи не были официально трудоустроены ? Но ранее трудоустройство было"
375965,"Добрый день.  В результате эксплуатации личного грузового автомобиля я получил штраф от системы ""Платон"" . Баланс счета в системе "" Платон"" был положительным !!!! . Я уже направил жалобу на постановление в {{UL}}, так как не согласен. Жду рассмотрения."
409227,"Есть цех-земля (здание и земля), сейчас получаю на него документы, но он на троих, оформлен на меня одного, а мне нужно сделать так, чтобы было 3 собственника, без выделения долей, а просто, чтобы была долевая собственность по 1/3 на землю и по 1/3 на здание. Как это лучше сделать?"
402080,"Не переселяюсь из аварийного жилья, так как течет крыша в квартире, что дали для проживания. То, что течет крыша увидела после заключения договора купли. Управляющая компания обещает ремонт кровли в 2026 году."
